UniqueID	data_index	current_id	highlight_start	highlight_end	to_do_summary
163515545	4813	008-016148-EM	239	250	$26225$ $2491$ $530$ $137$ $486$ $120$ $84$ $56$ $947$ $914$ $46$
163515546	2755	005-000872-EM	271	296	$505$ $32105$ $780$ $262$ $2974$ $36400$ $17$ $1225$ $2163$ $16$ $872$ $3296$ $122$ $16$ $4878$ $56$ $474$ $496$ $107$ $46$
163515546	2755	005-000872-EM	271	296	$5471$ $2163$ $16$ $2835$ $122$ $16$ $4878$ $56$ $474$ $16$ $9502$ $56$ $16788$ $311$ $247$ $56$ $1889$ $230$ $32105$ $665$ $25822$ $5765$ $11030$ $19883$ $16861$ $46$
163515547	4008	007-014206-EM	219	233	$3658$ $16$ $798$ $82$ $222$ $262$ $5092$ $914$ $84$ $598$ $122$ $382$ $285$ $390$ $84$ UNK $2974$ $122$ $597$ $232$ $14414$
163515547	4008	007-014206-EM	219	233	$7380$ $3314$ $253$ $56$ $222$ $16$ $285$ $520$ $914$ $84$ $598$ $46$
163515548	4708	008-014037-EM	189	201	$23323$ $17596$ $16$ $1337$ $84$ $3410$ $262$ $4834$ $289$ $4821$ $612$ $46$
163515548	4708	008-014037-EM	189	201	$26135$
163515549	4892	011-001092-EM	38	57	$2813$ $486$ $3856$ $262$ $2835$ $488$ $232$ $36469$ $2794$ $262$ $573$ $46$
163515549	4892	011-001092-EM	38	57	$2813$ $56$ $7$ $4680$ $216$ $36468$ $7$ $384$ $230$ $36469$ $3445$
163515550	2942	007-001211-EM	43	54	$41294$ $167$ $612$ $262$ $578$ $154$ $2974$ $46$
163515550	2942	007-001211-EM	43	54	$41294$ $612$ $84$ $579$ $154$ $2975$ $16$ UNK $4385$ $56$ $10310$ $247$ $56$ $666$
163515551	2695	004-000848-EM	29	36	$36514$ $690$ $1280$ $16$ $273$ $746$ $82$ $2290$ $3184$ $1948$ $811$ $46$
163515551	2695	004-000848-EM	29	36	$26135$
163515552	3294	007-005693-EM	20	29	$1225$ $3036$ $1674$ $860$ $655$ $463$ $4656$
163515552	3294	007-005693-EM	20	29	UNK $1225$ $56$ $150$ $16$ $3036$ $5169$ $16$ UNK $1674$ $860$ $655$ $463$ $4656$ $262$ $25524$ $33464$
163515553	4330	008-005003-EM	214	236	$2442$ $16$ $1365$ $1038$ $642$ $5621$ $642$ $721$ $2205$ $602$ $5$ $2835$
163515553	4330	008-005003-EM	214	236	$10255$ $330$ $262$ $56$ $34212$ $262$ $9507$ $807$ $642$ $53$ $16$ $2896$ UNK $16691$
163515554	3552	007-008740-EM	32	43	UNK $1267$ $240$ $241$ $84$ $7744$
163515554	3552	007-008740-EM	32	43	$750$
163515555	3901	007-012788-EM	66	97	$390$ $84$ UNK $2278$ $2905$ $16$ $2041$ $56$ $13316$ $9163$ UNK $232$ $597$ $21605$ $6149$ $422$ $268$ $12478$ $89$ $56$ $2434$ $143$ $7463$ $518$
163515555	3901	007-012788-EM	66	97	$390$ $84$ $2279$ $2905$ $16$ $2041$ $56$ $13316$ $9163$
163515556	2700	004-001134-EM	110	124	$3551$ $796$ $797$ $16$ $15273$ $3629$ $233$ $1188$ $665$ $36571$
163515556	2700	004-001134-EM	110	124	$3551$ $796$ $797$ $530$ $2820$ $419$ $1225$ $2820$ $246$ $46$
163515557	3135	007-003621-EM	69	87	$7156$ $16$ $741$ $1842$ $7723$ $1136$ $56$ $2776$ $2693$ $460$ $11327$ $2274$ $262$ $228$ $36578$
163515557	3135	007-003621-EM	69	87	$7156$ $16$ $741$ $1842$ $7723$ $233$ $9009$ $262$ $276$ $5743$ $46$
163515558	3304	007-005977-EM	223	254	$829$ $56$ $1187$ $9984$ $122$ $1210$ $247$ $396$ $171$ $16$ $3990$
163515558	3304	007-005977-EM	223	254	$829$ $56$ $150$ $16$ $3990$ $233$ $396$ $171$ $5743$ $642$ $2129$ $642$ $251$ $56$ $1187$ $9984$ $122$ $1210$ $247$ $56$ $3465$
163515559	3365	007-006708-EM	188	207	$59$ $579$ $61$ $642$ $710$ $796$ $530$ $56$ $30949$ $1003$
163515559	3365	007-006708-EM	188	207	$59$ $578$ $61$ $530$ $56$ $1623$ $233$ $56$ $30948$ $1003$ $46$
163515560	4059	007-014817-EM	328	367	$10255$ $2077$ $84$ $1582$ $1673$ $167$ $247$ $228$ $171$ $625$ $1225$ $82$ $7203$ $10601$ $46$
163515560	4059	007-014817-EM	328	367	$1365$ $2077$ $84$ $1583$ $1673$ $167$ $247$ $171$ $625$ $1225$ $82$ $7203$ $10601$ $122$ $1284$ $1409$ $132$ $228$ $666$ $28028$ $25955$ $460$ $52$ $5042$ $1583$ $84$ $1757$ $232$ $12103$ $1583$ $52$ $780$ $232$
163515561	3205	007-004572-EM	188	207	$17450$ $151$ $18165$ $1881$ $518$ $82$ $694$ $222$ $262$ $70$ $17$ $36681$ $16$ $285$ $56$ $36679$ $612$ $46$
163515561	3205	007-004572-EM	188	207	$151$ $18166$ $1881$ $518$ $82$ $694$ $222$ $262$ $71$ $17$ $36681$ $16$ $285$ $56$ $36680$ $612$
163515562	3702	007-010546-EM	11	23	$16019$ $1580$ $14979$ $1243$ $612$ $233$ $2239$ $665$ $3878$ $262$ $70$ $46$
163515562	3702	007-010546-EM	11	23	$750$
163515563	3292	007-005680-EM	9	28	$505$ $578$ $934$ $497$ $829$ $56$ $2427$ $341$ $36692$ $4490$ $17$ $894$ $2373$ $247$ $86$ $46$
163515563	3292	007-005680-EM	9	28	$894$ $2373$ $247$ $2427$ $342$ $11868$ $4491$
163515564	3260	007-005278-EM	8	29	$750$
163515564	3260	007-005278-EM	8	29	$26135$
163515565	4367	008-005902-EM	20	29	$19385$ $2434$ $802$ $247$ $340$ $507$
163515565	4367	008-005902-EM	20	29	$19385$ $1800$ $3410$ $665$ $2434$ $340$ $802$ $507$ $46$
163515566	3754	007-011139-EM	176	192	$12827$ $56$ $140$ $1814$ $247$ $36729$ $262$ $2974$ $3255$ $122$ $251$ $132$ $16$ $578$ $46$
163515566	3754	007-011139-EM	176	192	$1000$ $140$ $1814$ $262$ $36730$ $262$ $2975$ $3255$ $122$ $251$ $132$ $16$ $579$ $1247$
163515567	2691	004-000790-EM	361	376	$750$
163515567	2691	004-000790-EM	361	376	$305$ $599$ $56$ $165$ $327$ $627$ $262$ $11083$ $216$ UNK $6$ $1940$ $9072$ $5$ $11083$ $46$
163515568	4878	011-000729-EM	14	30	$619$ $1771$ $899$ $1089$ $233$ $56$ $13635$ $247$ $2486$ $419$ $238$ $87$ $230$ $13635$ $46$
163515568	4878	011-000729-EM	14	30	$619$ $1771$ $899$ $230$ $2486$ $665$ $13635$
163515569	3791	007-011567-EM	440	452	$3651$ $122$ $43$ $58$ $1263$ $56$ $36794$ $4873$ $3294$ $122$ $829$ $86$ $16$ $60$ $46$
163515569	3791	007-011567-EM	440	452	$1263$ $84$ $3651$ $247$ $36795$ $3294$ $122$ $829$ $16$ $579$
163515570	4217	008-002407-EM	169	192	$1815$ $518$ $307$ $16$ $610$ $89$ $2491$ $9165$ $86$ $16$ $36839$ $1525$ $289$ $3806$ $121$
163515570	4217	008-002407-EM	169	192	$750$
163515571	2983	007-001814-EM	308	324	$1881$ $518$ $56$ $222$ $84$ $599$ $89$ $564$ $1807$ $4731$ $598$ $6214$
163515571	2983	007-001814-EM	308	324	$1881$ $518$ $56$ $222$ $262$ $738$ $866$ $6558$
163515572	3735	007-010904-EM	49	68	$4517$ $16$ $1038$ $2801$ $8760$ $10706$ $3704$ $1663$ $216$ $2485$ $17$ $419$ $1612$ $16$ $56$ $858$ $230$ $56$ $1346$ $247$ $56$ $486$ $1889$ $46$
163515572	3735	007-010904-EM	49	68	$750$
163515573	4828	008-016506-EM	70	88	$4751$ $2485$ $665$ $36886$ UNK $1365$ $86$ $246$ $419$ $238$ $1794$ $1800$ $242$ $2791$ $798$ $82$ $36887$ $46$
163515573	4828	008-016506-EM	70	88	$750$
163515574	4298	008-004154-EM	527	542	$26135$ $46$
163515574	4298	008-004154-EM	527	542	$36016$ $655$ $36931$ $140$ $2491$ $89$ $268$ $1477$ $16$ $231$ $734$ $46$
163515575	3306	007-006003-EM	58	66	$1693$ $578$ $61$ $233$ $4537$ $1815$ $518$ $216$ $9173$ $233$ $107$ $120$ $46$
163515575	3306	007-006003-EM	58	66	$750$
163515576	4157	008-000957-EM	154	171	$5471$ $2491$ $1776$ $2911$ $1418$ $784$ $240$ $56$ $953$ $327$ $384$ $257$ $692$ $9038$ $46$
163515576	4157	008-000957-EM	154	171	$1225$ $2491$ $1776$ $2911$ $1418$ $784$ $240$ $56$ $953$ $327$ $384$ $257$ $692$ $9038$ $460$ $33113$ $46$
163515577	3921	007-013027-EM	211	234	$3855$ $278$ $56$ $8774$ $84$ $56$ $2990$ $233$ $56$ $607$ $247$ $1738$ $927$ $122$ $58$ $1225$ $578$ UNK $82$ $423$ $1669$ $1366$ $289$ $422$ $1628$ $16$ $56$ $4080$ $230$ $56$ $747$ $489$ $46$
163515577	3921	007-013027-EM	211	234	$1225$ $578$ $2841$ $530$ $4080$ $230$ $56$ $747$ $489$ $46$
163515578	2725	005-000078-EM	123	159	$26135$
163515578	2725	005-000078-EM	123	159	$750$
163515579	3984	007-013818-EM	52	61	$251$ $223$ $16$ $33057$ $507$ $16$ UNK $530$ $486$ $16831$ $2077$ $46$
163515579	3984	007-013818-EM	52	61	$2813$ $223$ $16$ $33056$ $233$ $56$ $486$ $37060$ $124$ $341$ $656$ $37061$ $5073$ $128$ $2077$ $33139$ $46$
163515580	3696	007-010473-EM	29	47	$1219$ $232$ $690$ $7$ $6527$ $1662$ $262$ $37065$ $520$ $607$ $46$
163515580	3696	007-010473-EM	29	47	$390$ $232$ $690$ $7$ $6527$ $1662$ $7$ $262$ $37065$ $520$ $607$ $46$
163515581	4760	008-014914-EM	92	104	$1609$ $2491$ $165$ $1136$ $56$ $2742$ $2736$ $2887$ $150$ $530$ $2791$ $2129$ $46$
163515581	4760	008-014914-EM	92	104	$163$ $2491$ $165$ $2887$ $150$ $530$ $2742$ $2791$ $46$
163515582	3163	007-003960-EM	476	485	$1693$ $578$ $2427$ $530$ $8497$ $1514$ $519$ $233$ $167$ $1591$ $46$
163515582	3163	007-003960-EM	476	485	$59$ $578$ $2427$ $530$ $1591$ $233$ $341$ $1982$ $519$ $46$
163515583	4139	008-000581-EM	93	107	$7156$ $16$ $858$ $1201$ $1962$ $251$ $132$ $34246$ $460$ $56$ $888$ $247$ $520$ $607$ $46$
163515583	4139	008-000581-EM	93	107	$2442$ $16$ $251$ $34246$ $233$ $1014$ $21887$ $1962$ $46$
163515584	4893	011-001123-EM	11	27	$3766$ $56$ $4225$ $262$ $1654$ $419$ $238$ $11607$ $230$ $5990$ $1785$
163515584	4893	011-001123-EM	11	27	$163$ UNK $7329$ $165$ $419$ UNK $251$ $232$ $122$ $238$ $58$ $1690$ $4225$ $247$ $5990$ $1785$ $46$
163515585	2996	007-001996-EM	29	45	$37769$ $46$
163515585	2996	007-001996-EM	29	45	$163$ $1654$ $165$ $427$ $4208$ $233$ $222$ $84$ $597$ $46$
163515586	3076	007-003022-EM	416	433	$3791$ $578$ $1136$ $56$ $8387$ $247$ $597$ $12410$ $29765$ $46$
163515586	3076	007-003022-EM	416	433	$89$ $578$ $367$ $16$ $4012$ $5821$ $530$ $597$ $12410$ $29765$ $95$ $242$ $802$ $87$ $595$ $46$
163515587	3441	007-007386-EM	23	31	$24964$ $518$ $597$ $612$ $84$ $578$ $46$
163515587	3441	007-007386-EM	23	31	$4847$ $518$ $84$ $578$ $1136$ $597$ $612$ $46$
163515588	2665	004-000076-EM	130	135	$163$ $2255$ $2276$ $2940$ $79$ $2251$ $165$ $530$ $524$ $16$ $2764$ $56$ $1662$ $1785$ $262$ $56$ $32258$ $1157$ $46$
163515588	2665	004-000076-EM	130	135	$163$ $599$ $165$ $530$ $5521$ $366$ $247$ $56$ $13684$ $46$
163515589	3515	007-008314-EM	36	58	$25707$ $84$ $578$ $530$ $56$ $150$ $3320$ $460$ $2485$ $46$
163515589	3515	007-008314-EM	36	58	$104$ $56$ UNK $530$ UNK $11541$ $7262$ $262$ $335$ $637$ $345$ $5$ $2485$ $11225$ $434$ $4064$ $285$ $84$ $578$ $122$ $619$ $21367$ $16$ $1233$ $46$
163515590	2577	001-001636-EM	139	182	$306$ $3428$ $3430$ $1689$ $37170$ $89$ $268$ $269$ $86$ $46$
163515590	2577	001-001636-EM	139	182	$1270$ $6259$ $37168$ $1351$ $2785$ $1889$ $2434$ $29083$ $13846$ $7$ UNK $3427$ $269$ UNK $289$ $37172$ $1881$ $163$ $3427$ $165$ $122$ $306$ $1491$ $16$ $3427$ $46$
163515591	4148	008-000743-EM	305	350	$26135$
163515591	4148	008-000743-EM	305	350	$37769$ $46$
163515592	3455	007-007542-EM	255	266	$7156$ $16$ $251$ UNK $597$ $6213$ $233$ $222$ $46$
163515592	3455	007-007542-EM	255	266	$2442$ $16$ $251$ $598$ $6214$ $233$ $222$
163515593	3093	007-003171-EM	248	270	$3791$ $578$ $811$ $232$ $56$ $1611$ $16$ $285$ $56$ $1183$ $2841$ $33451$ $233$ $23554$ $270$ $245$ $3657$ $3071$ $46$
163515593	3093	007-003171-EM	248	270	$222$ $16$ $285$ $530$ $340$ $8065$ $5$ UNK $37259$ $46$
163515594	4417	008-007054-EM	233	262	$37769$ $46$
163515594	4417	008-007054-EM	233	262	$2813$ $56$ $3202$ $37295$ $1807$ $122$ $56$ $15618$ $430$ $262$ $11801$ $46$ $11224$ $89$ UNK $9923$ $58$ $390$ $262$ $1233$ $46$
163515595	4099	007-015178-EM	40	46	$2482$ $953$ $327$ $2905$ $7307$ $46$
163515595	4099	007-015178-EM	40	46	$58$ $496$ $1136$ $953$ $327$ $2905$ $424$ $46$
163515596	3560	007-008791-EM	190	201	$1693$ $2550$ $61$ $233$ $4864$ $518$ $82$ $222$ $46$
163515596	3560	007-008791-EM	190	201	$1693$ $2550$ $61$ $233$ $530$ $19016$ $4864$ $518$ $82$ $222$ $84$ $11006$
163515597	3148	007-003805-EM	289	305	$1219$ $84$ UNK $395$ $11092$ $16$ $251$ $56$ $48$ $140$ $1814$ $3292$ $367$ $395$ $665$ $1542$ $262$ $170$ $606$ $46$
163515597	3148	007-003805-EM	289	305	$390$ $84$ $872$ $395$ $11092$ $16$ $251$ $56$ $48$ $140$ $1814$ $262$ $170$ $2940$ $46$
163515598	3168	007-004051-EM	135	155	$10255$ $1901$ $971$ $520$ $607$ $46$
163515598	3168	007-004051-EM	135	155	$894$ $82$ $594$ $230$ $1902$ $971$
163515599	3398	007-006974-EM	32	45	$10255$ $25031$ $262$ $7579$ $289$ $5358$ $327$ $9813$ $3890$ $507$ $122$ $1570$ $16$ $867$ $46$
163515599	3398	007-006974-EM	32	45	$1365$ UNK $25031$ $262$ $7579$ $289$ $5358$ $327$ $9813$ $3890$ $1406$ $1515$ $122$ $829$ $16$ $770$
163515600	4071	007-014908-EM	31	55	$2813$ $223$ $16$ $578$ $262$ $37385$ $3704$ $642$ $2129$ $642$ $721$ $46$
163515600	4071	007-014908-EM	31	55	$26135$
163515601	4144	008-000676-EM	7	15	$16019$ $1662$ $1785$ $233$ $56$ $423$ $46$
163515601	4144	008-000676-EM	7	15	$16019$ $530$ $1661$ $10536$ $37388$ $233$ $56$ $423$ $46$
163515602	4838	008-016760-EM	11	31	$4518$ UNK $953$ $327$ $330$ $84$ $118$ $2082$ $122$ $574$ $665$ $140$ $139$ $262$ $3863$ $46$
163515602	4838	008-016760-EM	11	31	$4517$ $16$ $3704$ $84$ $34110$ $216$ $34112$ $5169$ $953$ $327$ $330$ $84$ $118$ $2082$ $122$ $2491$ $665$ $140$ $139$ $262$ $3863$ $46$
163515603	3775	007-011380-EM	41	61	$1263$ $122$ $306$ $1784$ $4816$ $122$ $50$ $94$ $251$ $746$ $642$ $1627$ $642$ $10756$ $515$ $307$ $16$ $20980$ $637$ $655$ $16347$ $12185$ $665$
163515603	3775	007-011380-EM	41	61	$1263$ $56$ $12185$ $122$ $306$ $1784$ $4816$ $16$ $578$ $46$
163515604	4050	007-014733-EM	320	329	$3726$ $16$ $224$ $1136$ $23554$ $107$ $607$ $46$
163515604	4050	007-014733-EM	320	329	$3726$ $224$ $811$ $107$ $607$ $530$ $2349$ $366$ $806$ $46$
163515605	4716	008-014199-EM	229	235	$1693$ $821$ $3541$ $530$ $56$ $3149$ $3619$
163515605	4716	008-014199-EM	229	235	$1693$ $821$ $3541$ $530$ $3149$ $3619$ $46$
163515606	2787	005-001671-EM	417	442	$2689$ $56$ $2693$ $122$ $4879$ $56$ $1742$ $122$ $1139$ $2841$ $2143$ $642$ $2129$ $642$ $2389$ $673$ $56$ $4946$ $16$ $1199$
163515606	2787	005-001671-EM	417	442	$2689$ $56$ $2693$ $247$ $21141$ $122$ $4879$ $56$ $2143$ $233$ $86$ $46$
163515607	3976	007-013709-EM	210	222	$151$ $5396$ $866$ $3472$ $784$ $746$ $460$ $70$ $289$ $1251$
163515607	3976	007-013709-EM	210	222	$593$ $3472$ $784$ $606$ $5963$ $233$ $10077$ $216$ $5815$ $216$ $4557$ $56$ $5396$ $6149$ $46$
163515608	4114	008-000241-EM	290	310	$7156$ $16$ $251$ $56$ $150$ $530$ $37483$ $46$
163515608	4114	008-000241-EM	290	310	$2813$ $56$ $150$ $530$ $37483$ $46$
163515609	3463	007-007684-EM	219	232	$6078$ $16$ $285$ $702$ $122$ $613$ $247$ UNK $15011$ $233$ $631$ $46$
163515609	3463	007-007684-EM	219	232	$25707$ $56$ $7281$ $122$ $613$ $262$ $56$ $36679$ $18205$ $15011$ $233$ $632$ $46$
163515610	4580	008-011016-EM	25	40	$90$ $107$ $607$ $530$ UNK $34110$ $3488$ $122$ $251$ $56$ $3488$ $246$ $16$ $1233$
163515610	4580	008-011016-EM	25	40	$90$ $107$ $607$ $1136$ $82$ $3488$ $122$ $251$ $56$ $3488$ $246$ $16$ $13878$ $46$
163515611	2573	001-001508-EM	85	98	$390$ $84$ $1303$ $232$ $228$ $2694$ $1900$ $16$ $1815$ $518$ $262$ $1137$ $9674$
163515611	2573	001-001508-EM	85	98	$390$ $84$ $1303$ $232$ $2695$ $1900$ $16$ $1815$ $518$ $233$ $6987$ $433$ $1952$
163515612	2670	004-000230-EM	17	27	$3655$ $27216$ $3113$ $460$ $15273$ $56$ $2864$ $1628$ $16$ $10682$ $247$ $1851$ $9948$ $4319$ $22788$ $262$ $20904$ $1463$ $37551$ $46$
163515612	2670	004-000230-EM	17	27	$2841$ $56$ $27216$ $3113$ $46$
163515613	3105	007-003318-EM	29	60	$26135$
163515613	3105	007-003318-EM	29	60	$13822$ $9607$ $262$ $458$ $1736$ $1055$ $247$ $170$ $23422$ $37561$ $725$ $46$
163515614	3993	007-013977-EM	8	26	$3867$ $82$ $612$ $262$ $1669$ $374$
163515614	3993	007-013977-EM	8	26	$10255$ $423$ $262$ $1669$ $374$ $262$ $82$ $612$ $84$ $2974$ $262$ $82$ $103$ $616$ $2904$ $4821$ $46$
163515615	3861	007-012351-EM	13	22	$3655$ $56$ $7373$ $665$ $25154$
163515615	3861	007-012351-EM	13	22	$2841$ $7372$ $665$ $25154$ $46$
163515616	3880	007-012552-EM	133	143	$9668$ $796$ $797$ $530$ $2811$ $12639$ $432$ $865$ $46$
163515616	3880	007-012552-EM	133	143	$12360$ $56$ $797$ $247$ $2812$ $12640$ UNK $432$ $865$
163515617	4635	008-012441-EM	35	50	$27638$ $246$ $56$ $150$ $262$ $11786$ $1322$ $233$ $37573$ $37575$ $122$ $69$ $86$ $223$ $16$ $2599$ $46$
163515617	4635	008-012441-EM	35	50	$27638$ $246$ $56$ $433$ $84$ $37573$ $37575$ $122$ $1225$ $86$ $16$ $2599$ $46$
163515618	4324	008-004827-EM	42	53	$4566$ $56$ $1186$ $2404$ $16$ $37577$ $262$ $56$ $3020$ $612$ $46$
163515618	4324	008-004827-EM	42	53	$4566$ $1186$ $1951$ $16$ $37577$ $1673$ $10706$ $612$ $46$
163515619	3607	007-009265-EM	258	281	UNK $56$ $2145$ $121$ $84$ $901$ $121$ $16$ $579$ $5169$ $16$ $3028$ $7376$ $7206$ $7208$
163515619	3607	007-009265-EM	258	281	$5471$ $578$ $901$ $1814$ $16$ $6416$ $233$ $7376$ $37592$ $46$
163515620	3190	007-004404-EM	297	311	$7156$ $16$ $1822$ $530$ $28544$ $424$ $46$
163515620	3190	007-004404-EM	297	311	$7156$ $56$ $28544$ $424$
163515621	3507	007-008244-EM	32	51	$3035$ $163$ UNK $165$ $627$ $694$ $222$ $3810$ $530$ UNK $4996$ $171$ $1003$ $122$ $2693$ $247$ $2246$ $240$ $56$ $222$ $46$
163515621	3507	007-008244-EM	32	51	$1609$ $3410$ $165$ $530$ $694$ $222$ $618$ $233$ $4996$ $171$ $1003$ $46$
163515622	2635	001-003534-EM	99	118	$10255$ $56$ $1691$ $5111$ $247$ $37607$ $5$ $507$ $16$ $11538$ $122$ $610$ $86$ $665$ $246$ $247$ $4260$ $46$
163515622	2635	001-003534-EM	99	118	$1365$ $56$ $1691$ $5111$
163515623	3828	007-012020-EM	29	51	$3726$ $16$ $578$ $16$ $610$ $89$ $721$ $16$ $7903$ $82$ $474$ $262$ $82$ $222$ $233$ $631$ $46$
163515623	3828	007-012020-EM	29	51	$3726$ $16$ $579$ $262$ $7903$ $56$ $222$ $474$ $132$ $87$ $3349$ $262$ $901$
163515624	2945	007-001280-EM	28	51	$1612$ $16$ $56$ $858$ $460$ $1677$ $1593$ $17$ $1962$ $122$ $58$ $251$ $223$ $16$ $579$ $642$ $2129$ $642$ $721$
163515624	2945	007-001280-EM	28	51	$2813$ $223$ $16$ $578$ $262$ $1321$ $642$ $2129$ $642$ $721$ $46$
163515625	3493	007-008014-EM	55	65	$1225$ $7744$ $2293$ $642$ $705$ $16089$ $3216$ $16$ $865$ $33475$ $84$ $341$ $6552$ $232$ $1244$
163515625	3493	007-008014-EM	55	65	$5471$ $7743$ $2293$ $642$ $705$ $16089$ $3216$ $232$ $1244$ $247$ UNK $865$ $33475$ $84$ $341$ $6552$ $262$ $1845$ $7264$ $46$
163515626	2743	005-000585-EM	173	189	$26135$
163515626	2743	005-000585-EM	173	189	$1693$ $5463$ $665$ $1038$ $3807$ $16$ $163$ $5463$ $165$ $247$ $2829$ $37635$ $216$ $5743$ $247$ UNK $46$
163515627	3586	007-009025-EM	32	41	$750$
163515627	3586	007-009025-EM	32	41	$19626$ $694$ $222$ $12458$ $232$ $5$ $2835$ $327$ $695$ $46$
163515628	3977	007-013712-EM	35	41	$1263$ $56$ $150$ $1030$ $5$ $3161$ $46$
163515628	3977	007-013712-EM	35	41	$1397$ $16$ $426$ $2802$ $46$
163515629	3206	007-004587-EM	283	301	$2813$ $56$ $1671$ $967$ $841$ $16$ $140$ $341$ $122$ $426$ $56$ $428$ $247$ $228$ $2930$ $46$
163515629	3206	007-004587-EM	283	301	$2813$ $56$ $1671$ $967$ $841$ $16$ $140$ $341$ $122$ $426$ $56$ $428$ $247$ $606$ $2930$ $46$
163515630	2760	005-000928-EM	7	21	$90$ $84$ $37660$ $233$ $631$ $16$ $610$ $427$ $16478$ $87$ $1506$ $232$ $56$ $499$ $330$ $1982$
163515630	2760	005-000928-EM	7	21	$90$ $84$ $37660$ $233$ $631$ $16$ $610$ $427$ $16478$ $87$ $1506$ $262$ $330$ $1982$
163515631	3458	007-007581-EM	241	265	$1823$ $37034$ $530$ $3436$ $216$ $5957$ $109$ $460$ $2839$ $70$ $17$ $1673$ $105$ $747$ $612$ $84$ $56$ $2987$ $233$ $1251$
163515631	3458	007-007581-EM	241	265	$593$ $3666$ $16$ $37033$ $3436$ $216$ $5957$ $109$ $460$ $2839$ $70$ $46$
163515632	2998	007-002060-EM	164	173	$74279$ $6756$ $665$ $5357$ $530$ $3155$ $327$ $1334$ $1003$ $16$ $7743$ $17925$ $46$
163515632	2998	007-002060-EM	164	173	$2333$ $5357$ $247$ $7744$ $16$ $2546$ $46$
163515633	2969	007-001606-EM	7	18	$27638$ $578$ $232$ $811$ $530$ $10941$ $590$ $46$
163515633	2969	007-001606-EM	7	18	$12827$ $797$ $247$ $872$ $10940$ $590$ $16$ $578$ $46$
163515634	2846	007-000120-EM	212	240	$1693$ $60$ $61$ $233$ $5396$ $11336$ $46$
163515634	2846	007-000120-EM	212	240	$59$ $61$ $1136$ $37714$ $327$ $859$ $14561$ $1420$ $262$ $5396$ $11336$
163515635	4339	008-005182-EM	15	26	$2254$ $518$ $84$ $19411$ $233$ $37797$ $37799$ $665$ $2412$ $3869$ $46$
163515635	4339	008-005182-EM	15	26	$1815$ $518$ $84$ $19412$ $38$ $6$ $31138$ $37801$ $46$
163515636	4237	008-002853-EM	23	46	$5471$ $1545$ $18484$ $424$ $27808$ $17$ $37804$ $56$ $656$ $1050$ $16$ $2380$ $46$
163515636	4237	008-002853-EM	23	46	$1225$ UNK $37804$ $56$ $656$ $1050$ $7$ $5$ $37806$ $37808$ $46$
163515637	4420	008-007106-EM	158	175	$26135$
163515637	4420	008-007106-EM	158	175	$5471$ $2491$ $1776$ $2911$ $1418$ $784$ $240$ $56$ $953$ $327$ $384$ $257$ $692$ $9038$ $46$
163515638	4640	008-012603-EM	32	38	$1609$ $2491$ $165$ $530$ $2764$ $82$ $37836$ $2294$ $262$ $107$ $607$ $46$
163515638	4640	008-012603-EM	32	38	$1609$ $2491$ $165$ $530$ $56$ $37836$ $612$ $46$
163515639	3402	007-007027-EM	28	48	$23323$ $573$ $89$ $238$ $257$ $474$ $16$ $368$ $84$ $563$ $122$ $578$ $122$ $798$ $56$ $1731$ $46$
163515639	3402	007-007027-EM	28	48	$1822$ $16$ $564$ $1136$ $48826$
163515640	2664	003-000018-EM	12	27	$37769$ $46$
163515640	2664	003-000018-EM	12	27	$496$ $56$ $387$ $122$ $1225$ $27567$ $530$ $94211$ $97$ $247$ $194$ $474$ $46$
163515641	4895	011-001176-EM	5	19	$5471$ $223$ $7329$ $665$ $10822$ $1247$ $46$
163515641	4895	011-001176-EM	5	19	$37769$ $46$
163515642	3042	007-002725-EM	150	169	$1284$ $1409$ $132$ $50$ $16152$ $3661$ $247$ $2172$ $1662$ $419$ $37849$ $151$ $1815$ $327$ $518$ $109$ $3142$ $46$
163515642	3042	007-002725-EM	150	169	$1815$ $327$ $518$ $109$ $3142$ $1136$ $1815$ $327$ $518$ $109$ $3142$ $548$ $1284$ $1409$ $132$ $50$ $16152$ $3661$ $46$
163515643	4536	008-009751-EM	196	207	$1609$ $2491$ $165$ $530$ $33113$ $1085$ $327$ $2736$ $419$ $1085$ $327$ $384$ $3014$ $257$ $692$ $9038$ $46$
163515643	4536	008-009751-EM	196	207	$163$ $2491$ $165$ $530$ $740$ $327$ $9404$ $1001$ $912$ $460$ $33113$ $419$ $86$ $1690$ $46$
163515644	3834	007-012101-EM	229	236	$1693$ $2485$ $61$ $530$ $56$ $3500$ $3502$ $943$ $46$
163515644	3834	007-012101-EM	229	236	$59$ UNK $2485$ $61$ $530$ $4834$ $7$ $10017$ $710$ $638$ $1591$ $46$
163515645	4836	008-016677-EM	29	44	$222$ $2491$ $530$ $758$ $515$ $1351$ $474$ $16$ $15170$ $56$ $15876$ $38$ $56$ $892$ $612$ $233$ $56$ $1611$ $247$ $56$ $27570$
163515645	4836	008-016677-EM	29	44	$750$
163515646	3759	007-011215-EM	11	23	$12827$ $1330$ $56$ $860$ $247$ $228$ $22374$
163515646	3759	007-011215-EM	11	23	$1000$ $1330$ $860$ $2911$ $228$ $2913$ $13049$ $16$ $4195$ $1233$ $16$ $894$ $1662$ $1819$ $1515$ $46$
163515647	2719	004-001606-EM	52	77	$37769$ $46$
